transitive	salim	Table-base
تَخَدَّرَ	5	ل
اِخْتَدَرَ	5	ل
خَدَشَ	3	م
خَدَّشَ	4	م
خادَشَ	4	م
خَدَعَ	3	ل/م
خَدَّعَ	4	م
خادَعَ	4	م
أَخْدَعَ	4	م
تَخَدَّعَ	5	ل
تَخادَعَ	5	ل
اِنْخَدَعَ	5	ل
اِخْتَدَعَ	5	م
خَدَفَ	3	ل/م
اِخْتَدَفَ	5	م
خَدِلَ	3	ل
خَدَمَ	3	م
خَدَّمَ	4	م
أَخْدَمَ	4	م
تَخَدَّمَ	5	م
اِخْتَدَمَ	5	ل/م
اِسْتَخْدَمَ	6	م
خادَنَ	4	م
خَذَأَ	3	ل
خَذِئَ	3	ل
أَخْذَأَ	4	م
اِسْتَأْخَذَ	6	ل
خَذَّ	3	ل
أَخَذَّ	4	ل
خَذَعَ	3	م
خَذَّعَ	4	م
تَخَذَّعَ	5	ل
خَذَفَ	3	ل/م
خَذَقَ	3	ل/م
خَذَلَ	3	ل/م
خَذَّلَ	4	م
أَخْذَلَ	4	ل
تَخاذَلَ	5	ل
خَذَمَ	3	ل/م
خَذِمَ	3	ل
خَذَّمَ	4	م
أَخْذَمَ	4	ل/م
تَخَذَّمَ	5	ل/م
خَذا	3	ل
خَذِيَ	3	ل
أَخْذَى	4	م
اِسْتَخْذَى	6	ل
خَرِئَ	3	ل
خَرَبَ	3	ل/م
خَرِبَ	3	ل
خَرَّبَ	4	م
أَخْرَبَ	4	م
اِسْتَخْرَبَ	6	ل
خَرَتَ	3	ل/م
خَرِثَ	3	ل
خَرَجَ	3	ل
خَرِجَ	3	ل
خَرَّجَ	4	م
خارَجَ	4	م
أَخْرَجَ	4	ل/م
تَخَرَّجَ	5	ل
تَخارَجَ	5	ل
اِخْتَرَجَ	5	ل/م
اِخْرَجَّ	5	ل
اِسْتَخْرَجَ	6	م
اِخْراجَّ	6	ل
خَرِدَ	3	ل
أَخْرَدَ	4	ل
تَخَرَّدَ	5	ل
خَرَّ	3	ل/م
أَخَرَّ	4	م
اِنْخَرَّ	5	ل
خَرَزَ	3	م
خَرِزَ	3	ل
خَرَّزَ	4	م
خَرَسَ	3	م
خَرِسَ	3	ل
خَرَّسَ	4	ل/م
أَخْرَسَ	4	ل/م
تَخَرَّسَ	5	ل
تَخارَسَ	5	ل
اِسْتَخْرَسَ	6	ل
خَرَشَ	3	ل/م
خَرَّشَ	4	ل/م
خارَشَ	4	م
تَخارَشَ	5	ل
اِخْتَرَشَ	5	ل/م
خَرَصَ	3	ل/م
خَرِصَ	3	ل
تَخَرَّصَ	5	ل/م
اِخْتَرَصَ	5	ل/م
خَرَطَ	3	ل/م
خَرِطَ	3	ل
خَرَّطَ	4	م
أَخْرَطَ	4	ل/م
تَخَرَّطَ	5	ل
اِنْخَرَطَ	5	ل
اِخْتَرَطَ	5	ل/م
اِسْتَخْرَطَ	6	ل
خَرَعَ	3	م
خَرُعَ	3	ل
خَرِعَ	3	ل
خَرَّعَ	4	م
تَخَرَّعَ	5	ل
اِنْخَرَعَ	5	ل
اِخْتَرَعَ	5	م
خَرَفَ	3	ل/م
خَرُفَ	3	ل
خَرِفَ	3	ل
خَرَّفَ	4	م
خارَفَ	4	م
أَخْرَفَ	4	ل/م
اِخْتَرَفَ	5	م
خَرَقَ	3	ل/م
خَرَقَ	3	م
خَرُقَ	3	ل
خَرِقَ	3	ل
خَرَّقَ	4	م
أَخْرَقَ	4	م
تَخَرَّقَ	5	ل/م
اِنْخَرَقَ	5	ل
اِخْتَرَقَ	5	م
خَرَمَ	3	م
خَرُمَ	3	ل
خَرِمَ	3	ل
خَرَّمَ	4	م
تَخَرَّمَ	5	ل/م
اِنْخَرَمَ	5	ل
اِخْتَرَمَ	5	م
خَزِبَ	3	ل
تَخَزَّبَ	5	ل
خَزِجَ	3	ل
خَزَرَ	3	ل/م
خَزِرَ	3	ل
خَزَّرَ	4	ل/م
تَخازَرَ	5	ل
خَزَّ	3	م
خَزَّ	3	ل
اِخْتَزَّ	5	ل/م
خَزَعَ	3	ل/م
خَزَّعَ	4	م
تَخَزَّعَ	5	ل/م
اِنْخَزَعَ	5	ل
اِخْتَزَعَ	5	م
خَزَفَ	3	ل/م
خَزَقَ	3	ل/م
اِنْخَزَقَ	5	ل
خَزَلَ	3	م
خَزِلَ	3	ل
تَخَزَّلَ	5	ل
اِنْخَزَلَ	5	ل
اِخْتَزَلَ	5	ل/م
خَزَمَ	3	م
خَزَّمَ	4	م
خازَمَ	4	م
تَخَزَّمَ	5	ل
تَخازَمَ	5	ل
خَزَنَ	3	ل/م
أَخْزَنَ	4	ل
اِخْتَزَنَ	5	م
اِسْتَخْزَنَ	6	م
خَزا	3	م
خَزَى	3	م
خَزِيَ	3	ل/م
خازَى	4	م
أَخْزَى	4	م
خَسَأَ	3	ل/م
خاسَأَ	4	ل
تَخاسَأَ	5	ل
اِنْخَسَأَ	5	ل
خَسَرَ	3	ل/م
خَسِرَ	3	ل/م
خَسَّرَ	4	م
أَخْسَرَ	4	ل/م
خَسَّ	3	ل/م
خَسَّسَ	4	م
أَخَسَّ	4	ل/م
تَخاسَّ	5	م
اِسْتَخَسَّ	6	م
خَسَفَ	3	ل/م
أَخْسَفَ	4	ل
اِنْخَسَفَ	5	ل
خَسَقَ	3	ل/م
خَسَلَ	3	م
خاسَى	4	م
أَخْسَى	4	م
تَخاسَى	5	ل
خَشَبَ	3	م
خَشِبَ	3	ل
تَخَشَّبَ	5	ل
اِخْتَشَبَ	5	م
اِخْشَوْشَبَ	6	ل
خَشَرَ	3	ل/م
خَشِرَ	3	ل
خَشَّ	3	ل/م
أَخَشَّ	4	م
اِنْخَشَّ	5	ل
اِخْتَشَّ	5	ل
خَشَعَ	3	ل
تَخَشَّعَ	5	ل
اِخْتَشَعَ	5	ل
خَشَفَ	3	ل/م
خَشِفَ	3	ل
خَشَّفَ	4	ل
خاشَفَ	4	ل
أَخْشَفَ	4	ل
خَشَلَ	3	م
خَشِلَ	3	ل
خَشَّلَ	4	م
تَخَشَّلَ	5	ل
خَشَمَ	3	م
خَشِمَ	3	ل
خَشَّمَ	4	ل/م
أَخْشَمَ	4	ل
تَخَشَّمَ	5	ل
خَشُنَ	3	ل
خَشَّنَ	4	م
خاشَنَ	4	م
تَخَشَّنَ	5	ل
تَخاشَنَ	5	ل
اِسْتَخْشَنَ	6	م
اِخْشَوْشَنَ	6	ل
خَشا	3	ل
خَشَى	3	م
خَشِيَ	3	ل/م
خَشَّى	4	م
خاشَى	4	م
تَخَشَّى	5	ل/م
خَصِبَ	3	ل
أَخْصَبَ	4	ل/م
اِخْتَصَبَ	5	ل
خَصَرَ	3	م
خَصِرَ	3	ل
خَصَّرَ	4	م
خاصَرَ	4	م
أَخْصَرَ	4	م
تَخَصَّرَ	5	ل
تَخاصَرَ	5	ل
اِخْتَصَرَ	5	ل/م
خَصَّ	3	ل/م
خَصَّ	3	ل
خَصَّصَ	4	م
أَخَصَّ	4	م
تَخَصَّصَ	5	ل
اِخْتَصَّ	5	ل/م
اِسْتَخَصَّ	6	م
خَصَفَ	3	ل/م
خَصِفَ	3	ل
خَصَّفَ	4	ل/م
أَخْصَفَ	4	م
تَخَصَّفَ	5	م
اِخْتَصَفَ	5	ل
خَصَلَ	3	ل/م
خَصَّلَ	4	م
خاصَلَ	4	م
أَخْصَلَ	4	ل
تَخاصَلَ	5	ل
خَصَمَ	3	م
خَصِمَ	3	ل
خاصَمَ	4	م
أَخْصَمَ	4	م
تَخاصَمَ	5	ل
اِخْتَصَمَ	5	ل
خَصَى	3	م
اِخْتَصَى	5	م
خَضَبَ	3	ل/م
خَضِبَ	3	ل
خَضَّبَ	4	م
أَخْضَبَ	4	ل
تَخَضَّبَ	5	ل
اِخْتَضَبَ	5	ل
اِخْضَوْضَبَ	6	ل
خَضَدَ	3	ل/م
خَضِدَ	3	ل
خَضَّدَ	4	م
أَخْضَدَ	4	ل
تَخَضَّدَ	5	ل
اِنْخَضَدَ	5	ل
اِخْتَضَدَ	5	ل/م
خَضَرَ	3	م
خَضِرَ	3	ل
خَضَّرَ	4	م
خاضَرَ	4	م
أَخْضَرَ	4	م
اِخْتَضَرَ	5	م
اِخْضَرَّ	5	ل
اِخْضَوْضَرَ	6	ل
اِخْضارَّ	6	ل
خَضَّضَ	4	م
خاضَّ	4	م
خَضَعَ	3	ل/م
خَضِعَ	3	ل
خَضَّعَ	4	م
خاضَعَ	4	م
أَخْضَعَ	4	ل/م
تَخَضَّعَ	5	ل
اِخْتَضَعَ	5	ل
خَضَفَ	3	م
خَضِلَ	3	ل
خَضَّلَ	4	م
أَخْضَلَ	4	ل/م
اِخْضَلَّ	5	ل
اِخْضَوْضَلَ	6	ل
اِخْضالَّ	6	ل
خَضَمَ	3	م/ل
خَضِمَ	3	م
خَضَّمَ	4	م
أَخْضَمَ	4	ل/م
اِخْتَضَمَ	5	م
خَضَنَ	3	م
خاضَنَ	4	ل/م
خَطِئَ	3	ل/م
خَطَّأَ	4	م
أَخْطَأَ	4	ل/م
تَخَطَّأَ	5	م/ل
تَخاطأَ	5	ل/م
خَطَبَ	3	م/ل
خَطُبَ	3	ل
خَطِبَ	3	ل
خَطَّبَ	4	م
خاطَبَ	4	م
أَخْطَبَ	4	ل/م
تَخاطَبَ	5	ل
اِخْتَطَبَ	5	م
خَطَرَ	3	ل
خَطُرَ	3	ل
خَطَّرَ	4	ل/م
خاطَرَ	4	ل/م
أَخْطَرَ	4	ل/م
تَخاطَرَ	5	ل
خَطَّ	3	ل/م
خَطَّطَ	4	م
اِخْتَطَّ	5	ل/م
خَطَفَ	3	ل/م
خَطِفَ	3	ل/م
أَخْطَفَ	4	ل/م
تَخَطَّفَ	5	م
اِخْتَطَفَ	5	م
خَطِلَ	3	ل
أَخْطَلَ	4	ل
تَخَطَّلَ	5	ل
خَطَمَ	3	م
خَطَّمَ	4	م
خَطا	3	ل
خَطَّى	4	م
أَخْطَى	4	م
تَخَطَّى	5	م/ل
اِخْتَطَى	5	ل/م
أَخَظَّ	4	ل
خَظا	3	ل
خَظَّى	4	م
أَخْظَى	4	ل/م
خَفَتَ	3	ل
خافَتَ	4	ل
تَخافَتَ	5	ل
خَفِجَ	3	ل
تَخَفَّجَ	5	ل
خَفَدَ	3	ل
أَخْفَدَ	4	ل
خَفَرَ	3	م/ل
خَفِرَ	3	ل
خَفَّرَ	4	م
أَخْفَرَ	4	م
تَخَفَّرَ	5	ل
اِسْتَخْفَرَ	6	م/ل
خَفَسَ	3	ل/م
أَخْفَسَ	4	ل/م
تَخَفَّسَ	5	ل
اِنْخَفَسَ	5	ل
خَفَشَ	3	م/ل
خَفِشَ	3	ل
خَفَّشَ	4	ل/م
خَفَضَ	3	ل/م
خَفُضَ	3	ل
خَفَّضَ	4	م
تَخَفَّضَ	5	ل
اِنْخَفَضَ	5	ل
اِخْتَفَضَ	5	ل
خَفَعَ	3	ل
خَفِعَ	3	ل
أَخْفَعَ	4	م
اِنْخَفَعَ	5	ل
خَفَّ	3	ل
خَفَّفَ	4	م/ل
أَخَفَّ	4	ل/م
تَخَفَّفَ	5	ل/م
تَخافَّ	5	ل
اِسْتَخَفَّ	6	م/ل
خَفَقَ	3	ل/م
خَفَّقَ	4	م
أَخْفَقَ	4	ل/م
اِخْتَفَقَ	5	ل
خَفا	3	ل
خَفِيَ	3	ل
خَفَى	3	ل/م
خَفِيَ	3	ل
أَخْفَى	4	م
تَخَفَّى	5	ل
اِخْتَفَى	5	ل/م
اِسْتَخْفَى	6	ل
خَقَّ	3	ل
أَخَقَّ	4	ل
خَقَّنَ	4	م
خَلَأَ	3	ل
خالَأَ	4	ل/م
خَلَبَ	3	م
خَلِبَ	3	ل
خَلَّبَ	4	م
خالَبَ	4	م
أَخْلَبَ	4	ل
اِخْتَلَبَ	5	م
اِسْتَخْلَبَ	6	م
خَلَجَ	3	م/ل
خَلِجَ	3	ل
خالَجَ	4	م
أَخْلَجَ	4	ل/م
تَخَلَّجَ	5	ل/م
تَخالَجَ	5	م
اِخْتَلَجَ	5	ل/م
خَلَدَ	3	ل
خَلَّدَ	4	م
أَخْلَدَ	4	ل/م
خَلَسَ	3	م
خَلِسَ	3	ل
خالَسَ	4	م
أَخْلَسَ	4	ل
تَخَلَّسَ	5	م
تَخالَسَ	5	م
اِخْتَلَسَ	5	م
خَلَصَ	3	ل
خَلِصَ	3	ل
خَلَّصَ	4	م
خالَصَ	4	م
أَخْلَصَ	4	ل/م
تَخَلَّصَ	5	ل
تَخالَصَ	5	ل
اِسْتَخْلَصَ	6	م
خَلَطَ	3	م
خَلَّطَ	4	ل/م
خالَطَ	4	م
تَخالَطَ	5	ل
اِخْتَلَطَ	5	ل
خَلَعَ	3	ل/م
خَلُعَ	3	ل
خَلَّعَ	4	م
خالَعَ	4	م
تَخَلَّعَ	5	ل
تَخالَعَ	5	ل
اِنْخَلَعَ	5	ل
اِخْتَلَعَ	5	م/ل
خَلَفَ	3	م/ل
خَلِفَ	3	ل
خَلَّفَ	4	ل/م
خالَفَ	4	ل/م
أَخْلَفَ	4	ل/م
تَخَلَّفَ	5	ل/م
تَخالَفَ	5	ل
اِخْتَلَفَ	5	ل/م
اِسْتَخْلَفَ	6	م
خَلَقَ	3	ل/م
خَلُقَ	3	ل
خَلِقَ	3	ل
خَلَّقَ	4	م
خالَقَ	4	م
أَخْلَقَ	4	ل/م
تَخَلَّقَ	5	ل/م
اِخْتَلَقَ	5	م
اِخْلَوْلَقَ	6	ل
خَلَّ	3	ل/م
خَلَّ	3	ل
خَلَّلَ	4	ل/م
خالَّ	4	م
أَخَلَّ	4	ل/م
تَخَلَّلَ	5	ل/م
اِخْتَلَّ	5	ل/م
خالَمَ	4	م
خَلَّمَ	4	م
اِخْتَلَمَ	5	م
خَلا	3	ل
خَلَّى	4	م
خالَى	4	ل/م
أَخْلَى	4	ل/م
تَخَلَّى	5	ل/م
تَخالَى	5	ل
اِسْتَخْلَى	6	ل/م
اِخْلَوْلَى	6	ل
خَلَى	3	م
أَخْلَى	4	ل/م
اِخْتَلَى	5	ل/م
خَمِجَ	3	ل/م
خَمَدَ	3	ل
خَمِدَ	3	ل
أَخْمَدَ	4	ل/م
خَمَرَ	3	ل/م
خَمِرَ	3	ل
خَمَّرَ	4	ل/م
خامَرَ	4	ل/م
أَخْمَرَ	4	ل/م
تَخَمَّرَ	5	ل
اِخْتَمَرَ	5	ل
اِسْتَخْمَرَ	6	م
خَمَسَ	3	م
خَمَّسَ	4	م
أَخْمَسَ	4	ل
خَمَشَ	3	م
خَمَّشَ	4	م
تَخَمَّشَ	5	ل
خَمَصَ	3	ل/م
خَمُصَ	3	ل
خَمِصَ	3	ل
تَخامَصَ	5	ل
اِنْخَمَصَ	5	ل
خَمَطَ	3	ل/م
خَمِطَ	3	ل
تَخَمَّطَ	5	ل
خَمَلَ	3	ل/م
أَخْمَلَ	4	ل/م
اِخْتَمَلَ	5	ل
خَمَّ	3	ل/م
خَمَّ	3	ل
أَخَمَّ	4	ل
تَخَمَّمَ	5	ل
اِخْتَمَّ	5	م
خَمَنَ	3	م
خَمَّنَ	4	م
خَنِبَ	3	ل
أَخْنَبَ	4	ل/م
تَخَنَّبَ	5	ل
اِخْتَنَبَ	5	ل
خَنَثَ	3	م/ل
خَنِثَ	3	ل
خَنَّثَ	4	م
تَخَنَّثَ	5	ل
اِنْخَنَثَ	5	ل
اِخْتَنَثَ	5	م
خَنِزَ	3	ل
خَنَسَ	3	ل/م
خَنِسَ	3	ل
خَنَّسَ	4	م
أَخْنَسَ	4	م
تَخَنَّسَ	5	ل
اِنْخَنَسَ	5	ل
اِخْتَنَسَ	5	ل
خَنَعَ	3	ل/م
خَنَّعَ	4	م
أَخْنَعَ	4	م
خَنَفَ	3	ل/م
خَنِفَ	3	ل
خَنَقَ	3	م
خَنَّقَ	4	م
اِنْخَنَقَ	5	ل
اِخْتَنَقَ	5	ل
خَنَّ	3	ل
خَنَّ	3	م
خَنَّ	3	ل
أَخَنَّ	4	م
اِسْتَخَنَّ	6	ل
خَنا	3	ل
خَنَى	3	م
خَنِيَ	3	ل
أَخْنَى	4	ل
خابَ	3	ل
خاتَ	3	ل/م
خَوَّتَ	4	ل
خاوَتَ	4	م
تَخَوَّتَ	5	م
اِنْخاتَ	5	ل
اِخْتاتَ	5	م/ل
خَوِثَ	3	ل
أَخاجَ	4	ل
خَوَّدَ	4	ل/م
تَخَوَّدَ	5	ل
خاوَذَ	4	ل/م
تَخَوَّذَ	5	م
تَخاوَذَ	5	م
خارَ	3	ل/م
خَوِرَ	3	ل
خَوَّرَ	4	ل/م
تَخاوَرَ	5	ل
اِسْتَخارَ	6	م
خازَ	3	م
خاشَ	3	ل/م
خَوَّشَ	4	م
خاوَشَ	4	م
تَخَوَّشَ	5	ل/م
خاصَ	3	م
خَوِصَ	3	ل
خَوَّصَ	4	ل/م
خاوصَ	4	ل/م
أَخْوَصَ	4	ل
أَخاصَ	4	ل
تَخَوَّصَ	5	ل/م
تَخاوَصَ	5	ل/م
اِخْواصَّ	6	ل
خاضَ	3	ل/م
خَوَّض	4	م/ل
خاوضَ	4	م
أَخاضَ	4	ل/م
تَخَوَّضَ	5	ل/م
تَخاوَضَ	5	ل
اِخْتاضَ	5	ل/م
تَخَوَّط	5	م
خَوَّعَ	4	ل/م
تَخَوَّعَ	5	ل/م
خافَ	3	ل/م
خَوَّفَ	4	م
خاوَفَ	4	م
أَخافَ	4	ل/م
تَخَوَّفَ	5	ل/م
خَوِقَ	3	ل
خَوَّقَ	4	م
أَخاقَ	4	ل
تَخَوَّقَ	5	ل
اِنْخاقَ	5	ل
خالَ	3	ل/م
خالَ	3	ل
خَوَّلَ	4	م
أَخْوَلَ	4	ل/م
أَخالَ	4	ل/م
تَخَوَّلَ	5	م
اِسْتَخْوَلَ	6	ل/م
خامَ	3	ل
خَوَّمَ	4	ل
أَخامَ	4	ل
خانَ	3	م
خَوَّنَ	4	م
تَخَوَّنَ	5	ل/م
اِخْتانَ	5	م
خَوَى	3	ل/م
خَوِيَ	3	ل
خَوَّى	4	ل/م
أَخْوَى	4	ل/م
اِخْتَوَى	5	ل/م
خابَ	3	ل
خَيَّبَ	4	م
خاتَ	3	ل/م
اِخْتاتَ	5	م
خارَ	3	ل/م
خَيَّرَ	4	ل/م
خايَرَ	4	م
تَخَيَّرَ	5	م
تَخايَرَ	5	ل
اِخْتارَ	5	م
اِسْتَخارَ	6	م
خاسَ	3	ل/م
خَيَّسَ	4	ل/م
تَخَيَّسَ	5	ل
خاشَ	3	ل
خَيَّشَ	4	م
خاصَ	3	ل
خَيِصَ	3	ل
خاطَ	3	ل/م
خَيِطَ	3	ل
خَيَّطَ	4	م
تَخَيَّطَ	5	ل
اِخْتاطَ	5	م/ل
خَيِفَ	3	ل
خَيَّفَ	4	ل/م
أَخافَ	4	ل
أَخْيَفَ	4	ل
تَخَيَّفَ	5	ل
اِخْتافَ	5	ل
خالَ	3	ل/م
خَيَّلَ	4	ل/م
أَخْيَلَ	4	ل/م
تَخَيَّلَ	5	ل/م
تَخايَلَ	5	ل
اِخْتالَ	5	ل
اِسْتَخالَ	6	م
خامَ	3	ل/م
خَيَّمَ	4	ل/م
أَخامَ	4	ل/م
أَخْيَمَ	4	م
تَخَيَّمَ	5	ل/م
دَأَبَ	3	ل/م
أَدْأَبَ	4	م
دَأَثَ	3	ل/م
دَأَظَ	3	ل/م
دَأَلَ	3	ل/م
داءَلَ	4	م
دَأَمَ	3	م
تَدَأَّمَ	5	م
تَداءَمَ	5	ل/م
دَءا	3	ل
دَأَى	3	ل
دَبَأَ	3	ل/م
دَبَّأَ	4	م/ل
دَبَّ	3	ل
دَبَّ	3	ل
دَبَّبَ	4	م
أَدَبَّ	4	م
دَبَجَ	3	م
دَبَّجَ	4	م
دَبَّح	4	ل/م
اِنْدَبَحَ	5	ل
دَبَّخَ	4	ل
دَبَرَ	3	ل/م
دَبِرَ	3	ل
دَبَّرَ	4	م/ل
دابَرَ	4	ل/م
أَدْبَرَ	4	ل/م
تَدَبَّرَ	5	م/ل
تَدابَرَ	5	ل
اِسْتَدْبَرَ	6	م
دَبَّسَ	4	م
أَدْبَسَ	4	ل
اِدْبَسَّ	5	م
دَبَشَ	3	م/ل
دَبَغَ	3	م
دَبَّغَ	4	م
اِنْدَبَغَ	5	ل
دَبَقَ	3	م
دَبِقَ	3	ل
دَبَّقَ	4	م
تَدَبَّقَ	5	ل
دَبَلَ	3	م
دَبِلَ	3	ل
دَبَّلَ	4	م
دَبَى	3	ل
أَدْبَى	4	ل
دَثَّ	3	ل/م
دَثَرَ	3	ل
دَثَّرَ	4	ل/م
تَدَثَّرَ	5	ل/م
تَداثَرَ	5	ل
اِنْدَثَرَ	5	ل
اِدَّثَرَ	5	ل/م
دَجَّ	3	ل/م
دَجَّجَ	4	ل/م
تَدَجَّجَ	5	ل
دَجِرَ	3	ل
داجَرَ	4	ل
اِنْدَجَرَ	5	ل
دَجَلَ	3	ل/م
دَجَّلَ	4	ل/م
دَجَم	3	ل
دَجِمَ	3	ل
دَجَنَ	3	ل
داجَنَ	4	م
أَدْجَنَ	4	ل
دَجا	3	ل/م
داجَى	4	م
أَدْجَى	4	ل/م
تَدَجَّى	5	ل/م
دَحَبَ	3	م
دَحَجَ	3	م
دَحَّ	3	ل/م
اِنْدَحَّ	5	ل
دَحَرَ	3	م
اِنْدَحَرَ	5	ل
دَحَسَ	3	ل/م
أَدْحَسَ	4	ل
دَحَصَ	3	ل/م
دَحَضَ	3	ل/م
أَدْحَضَ	4	م
دَحَقَ	3	ل/م
أَدْحَقَ	4	م
اِنْدَحَقَ	5	ل
دَحَلَ	3	ل/م
دَحِلَ	3	ل
داحَلَ	4	م
أَدْحَلَ	4	ل
دَحَمَ	3	م
دَحِنَ	3	ل
دَحا	3	ل/م
داحَى	4	م
تَدَحَّى	5	ل
تَداحَى	5	ل
اِنْدَحَى	5	ل
اِدْحَوَى	5	ل
دَخَّ	3	م
دَخَّ	3	ل
دَخَرَ	3	ل
دَخِرَ	3	ل
أَدْخَرَ	4	م
اِدَّخَرَ	5	م
دَخَسَ	3	ل/م
دَخِسَ	3	ل
أَدْخَسَ	4	ل/م
دَخَلَ	3	م/ل
دَخِلَ	3	ل
دَخَّلَ	4	م
داخَلَ	4	ل/م
أَدْخَلَ	4	م
تَدَخَّلَ	5	ل
تَداخَلَ	5	ل/م
اِدَّخَلَ	5	ل/م
دَخَنَ	3	ل
دَخُنَ	3	ل
دَخِنَ	3	ل
دَخَّنَ	4	ل/م
أَدْخَنَ	4	ل
تَدَخَّنَ	5	ل
اِدَّخَنَ	5	ل
دَرَأَ	3	ل/م
دارَأَ	4	م
أَدْرَأَ	4	ل
تَدَرَّأَ	5	ل
تَدارَأَ	5	ل
اِدّارَأَ	6	ل
اِنْدَرَأَ	5	ل
اِدَّرَأَ	5	ل/م
دَرِبَ	3	ل
دَرَّبَ	4	م
أَدْرَبَ	4	ل
تَدَرَّبَ	5	ل
دَرَجَ	3	ل/م
دَرِجَ	3	ل
دَرَّجَ	4	م
أَدْرَجَ	4	م
تَدَرَّجَ	5	ل
اِنْدَرَجَ	5	ل
اِسْتَدْرَجَ	6	م
دَرَحَ	3	م
دَرِحَ	3	ل
دَرِدَ	3	ل
أَدْرَدَ	4	م
دَرَّ	3	ل
دَرَّ	3	ل
أَدَرَّ	4	ل/م
اِسْتَدَرَّ	6	ل/م
دَرِزَ	3	ل
دَرَسَ	3	ل/م
دَرَّسَ	4	م
دارَسَ	4	م
أَدْرَسَ	4	م
تَدارَسَ	5	م
اِدَّارَسَ	6	م
دَرِصَ	3	ل
دَرَعَ	3	م
دَرِعَ	3	ل
دَرَّعَ	4	ل/م
أَدْرَعَ	4	ل/م
تَدَرَّعَ	5	م/ل
اِنْدَرَعَ	5	ل
اِدَّرَعَ	5	ل/م
دَرَّقَ	4	م
تَدَرَّقَ	5	ل
دَرَّكَ	4	ل
دارَكَ	4	م
أَدْرَكَ	4	ل/م
تَدارَكَ	5	ل/م
اِدَّارَكَ	6	ل/م
اِدَّرَكَ	5	ل/م
اِسْتَدْرَكَ	6	م
دَرَمَ	3	ل
دَرِمَ	3	ل
دَرَّمَ	4	م
أَدْرَمَ	4	ل
دَرِنَ	3	ل
أَدْرَنَ	4	ل/م
دَرَهَ	3	ل/م
دَرَّهَ	4	ل
تَدَرَّهَ	5	ل
دَرَى	3	م/ل
دارَى	4	م
أَدْرَى	4	م
تَدَرَّى	5	ل/م
اِدَّرَى	5	ل/م
دَسَرَ	3	م
دَسَّ	3	م
دَسَّسَ	4	م
اِنْدَسَّ	5	ل
دَسَعَ	3	م/ل
اِدَّسَعَ	5	ل
دَسِقَ	3	ل
دَسَمَ	3	ل/م
دَسَمَ	3	م
دَسِمَ	3	ل
دَسَّمَ	4	م
أَدْسَمَ	4	م
تَدَسَّمَ	5	ل
دَسا	3	ل
دَسَّى	4	م
تَدَسَّى	5	ل
دَشَّ	3	ل/م
دَعَبَ	3	ل/م
دَعِبَ	3	ل
داعَبَ	4	م
أَدْعَبَ	4	ل
تَدَعَّبَ	5	ل
تَداعَبَ	5	ل
دَعَثَ	3	م
دَعِثَ	3	ل
أَدْعَثَ	4	ل/م
تَدَعَّثَ	5	ل
اِنْدَعَثَ	5	ل
دَعِجَ	3	ل
دَعَرَ	3	ل
دَعِرَ	3	ل
تَدَعَّرَ	5	ل
دَعَسَ	3	م
داعَسَ	4	م
أَدْعَسَ	4	م
دَعَصَ	3	ل/م
داعَصَ	4	م
أَدْعَصَ	4	ل/م
تَدَعَّصَ	5	ل
اِنْدَعَصَ	5	ل
دَعَّ	3	م
أَدَعَّ	4	ل
دَعَقَ	3	م
أَدْعَقَ	4	ل/م
دَعَكَ	3	م
دَعِكَ	3	ل
داعَكَ	4	م
تَداعَكَ	5	ل
دَعَلَ	3	م
داعَلَ	4	م
دَعَمَ	3	م
دَعَّمَ	4	م
تَداعَمَ	5	ل
اِدَّعَمَ	5	ل
دَعَنَ	3	ل
أَدْعَنَ	4	م
دَعا	3	ل/م
دَعَّى	4	ل
داعَى	4	م
تَدَعَّى	5	ل
تَداعَى	5	ل
اِنْدَعَى	5	ل
اِدَّعَى	5	ل/م
اِسْتَدْعَى	6	م
دَغَرَ	3	ل/م
تَدَغَّرَ	5	ل
دَغَشَ	3	ل
داغَشَ	4	ل/م
أَدْغَشَ	4	ل
تَداغَشَ	5	ل
دَغِصَ	3	ل
داغَصَ	4	م/ل
أَدْغَصَ	4	م
دَغَفَ	3	م
دَغَلَ	3	ل
أَدْغَلَ	4	ل/م
دَغَمَ	3	ل/م
دَغِمَ	3	ل/م
أَدْغَمَ	4	ل/م
اِدَّغَمَ	5	م
اِدْغامَّ	6	ل
دَغَنَ	3	ل
دَفُؤَ	3	ل
دَفِئَ	3	ل
دَفَّأَ	4	م
دافَأَ	4	م
أَدْفَأَ	4	ل/م
تَدَفَّأَ	5	ل
اِدَّفَأَ	5	ل
اِسْتَدْفَأَ	6	ل
دَفَرَ	3	م
دَفِرَ	3	ل
أَدْفَرَ	4	ل
دَفَعَ	3	ل/م
دَفَّعَ	4	م
دافَعَ	4	ل/م
تَدَفَّعَ	5	ل
تَدافَعَ	5	ل/م
اِنْدَفَعَ	5	ل
اِسْتَدْفَعَ	6	م
دَفَّ	3	ل
دَفَّ	3	ل/م
دفَّفَ	4	ل/م
دافَّ	4	م
أَدَفَّ	4	ل
تَدافَّ	5	ل
اِسْتَدَفَّ	6	ل
دَفَقَ	3	م
دَفِقَ	3	ل
دَفَّقَ	4	م
أَدْفَقَ	4	م
تَدَفَّقَ	5	ل
اِنْدَفَقَ	5	ل
اِسْتَدْفَقَ	6	ل
دَفَنَ	3	ل/م
