#verbs extracted from القاعدة الصرفية
# الحقل الثالث يمثل رقم جدول التصريف في القاعدة الصرفية
# الحقل الثاني: لازم، متعدي أو مشترك بينهما
verb	transitive	Table-base
تَبَضَّعَ	ل	126
اِنْبَضَعَ	ل	119
اِسْتَبْضَعَ	م	129
بَطُؤَ	ل	16
بَطَّأَ	م	112
أَبْطأَ	ل	102
تَبَطَّأَ	ل	126
تَباطَأَ	ل	123
اِسْتَبْطَأَ	م	129
بَطَحَ	م	3
بَطَّحَ	م	112
أَبْطَحَ	ل	102
تَبَطَّحَ	ل	126
اِنْبَطَحَ	ل	119
اِسْتَبْطَحَ	ل	129
أَبْطَخَ	ل	102
تَبَطَّخَ	ل	126
بَطَرَ	م	1
بَطِرَ	ل/م	4
أَبْطَرَ	م	102
بَطَشَ	ل	2
باطَشَ	م	109
بَطَّ	م	8
بَطَّطَ	ل/م	112
بَطَلَ	ل	1
بَطُلَ	ل	7
بَطِلَ	ل	4
بَطَّلَ	م	112
أَبْطَلَ	ل/م	102
تَبَطَّلَ	ل	126
بَطَنَ	ل/م	1
بَطُنَ	ل	7
بَطِنَ	ل	4
بَطَّنَ	م	112
أَبْطَنَ	م	102
تَبَطَّنَ	م	126
اِسْتَبْطَنَ	م	129
بَظِرَ	ل	4
بَظَّ	م	8
أَبَظَّ	ل	103
بَظا	ل	17
بَعَثَ	م	3
تَبَعَّثَ	ل	126
تَباعَثَ	ل	123
اِنْبَعَثَ	ل	119
اِبْتَعَثَ	م	114
بَعَجَ	م	3
بَعَّجَ	م	112
تَبَعَّجَ	ل	126
اِنْبَعَجَ	ل	119
بَعُدَ	ل	7
بَعِدَ	ل	4
بَعَّدَ	م	112
باعَدَ	م/ل	109
أَبْعَدَ	ل/م	102
تَبَعَّدَ	ل	126
تَباعَدَ	ل	123
اِبْتَعَدَ	ل	114
اِسْتَبْعَدَ	ل/م	129
بَعَرَ	ل/م	3
باعَرَ	م	109
أَبْعَرَ	م	102
بَعَصَ	ل	3
بَعَضَ	م	3
بَعِضَ	ل	4
بَعَّضَ	م	112
أَبْعَضَ	ل	102
تَبَعَّضَ	ل	126
بَعَطَ	ل/م	3
أَبْعَطَ	م	102
بَعَّ	ل	9
بَعَّ	م	8
بَعَقَ	ل/م	3
بَعَّقَ	ل/م	112
تَبَعَّقَ	ل	126
اِنْبَعَقَ	ل	119
اِبْتَعَقَ	ل	114
بَعَكَ	م	3
بَعِكَ	ل	4
بَعَلَ	ل/م	3
بَعِلَ	ل	4
باعَلَ	ل/م	109
تَبَعَّلَ	ل/م	126
تَباعَلَ	ل	123
اِبْتَعَلَ	ل	114
اِسْتَبْعَلَ	ل	129
بَعا	م	17
أَبْعَى	م	104
اِسْتَبْعَى	م	131
بَغَتَ	م	3
باغَتَ	م	109
بَغَثَ	ل	4
بَغَرَ	ل/م	3
بَغِرَ	ل	4
بَغَزَ	ل/م	3
بَغَشَ	ل/م	3
بَغَضَ	م	1
بَغُضَ	ل	7
بَغِضَ	ل	4
بَغَّضَ	م	112
باغَضَ	م	109
أَبْغَضَ	م	102
تَبَغَّضَ	ل	126
تَباغَضَ	ل	123
بَغَّ	ل	8
بَغُلَ	ل	7
بَغَّلَ	م	112
بَغَمَ	ل/م	3
بَغَى	ل/م	21
باغَى	ل	11
أَبْغَى	م	104
تَبَغَّى	م	127
تَباغَى	ل	125
اِنْبَغَى	ل	121
اِبْتَغَى	م	116
بَقَرَ	م/ل	1
بَقِرَ	ل	4
تَبَقَّرَ	ل	126
اِنْبَقَرَ	ل	119
بَقَطَ	م	1
بَقَّطَ	ل	112
تَبَقَّطَ	م	126
بَقِعَ	ل	4
بَقَّعَ	م	112
تَبَقَّعَ	ل	126
اِنْبَقَعَ		
اِبْتَقَعَ		
بَقَّ	ل	9
بَقَّ	م	8
بَقَّقَ	ل	112
أَبَقَّ	ل/م	103
بَقَلَ	ل/م	1
بَقَّلَ	ل/م	112
أَبْقَلَ	ل/م	102
تَبَقَّلَ	ل	126
اِبْتَقَلَ	ل	114
بَقِيَ	ل	23
بَقَّى	م	113
أَبْقَى	ل/م	104
تَبَقَّى	ل/م	127
اِسْتَبْقَى	م	131
بَكَأَ	ل	14
بَكُؤَ	ل	16
أَبْكَأَ	ل/م	102
بَكَتَ	م	1
بَكَّتَ	م	112
بَكَرَ	ل	1
بَكِرَ	ل	4
بَكَّرَ	ل	112
باكَرَ	م	109
أَبْكَرَ	ل	102
تَبَكَّرَ	ل	126
اِبْتَكَرَ	ل/م	114
بَكَسَ	م	1
بَكَشَ	م	1
بَكَعَ	م	3
بَكَّ	م	8
تَباكَّ	ل	124
بَكَلَ	م	1
بَكَّلَ	م	112
تَبَكَّلَ	ل	126
بَكُمَ	ل	7
بَكِمَ	ل	4
تَبَكَّمَ	ل	126
بَكَى	ل/م	21
بَكَّى	م	113
أَبْكَى	م	104
تَباكَى	ل	125
اِسْتَبْكَى	م	131
بَلَتَ	ل	3
بَلَتَ	م	2
بَلُتَ	ل	7
بَلِتَ	ل	4
أَبْلَتَ	م	102
بَلَجَ	ل	1
بَلَجَ	م	2
بَلِجَ	ل	4
أَبْلَجَ	ل/م	102
تَبَلَّجَ	ل	126
اِنْبَلَجَ	ل	119
اِبْتَلَجَ	ل	114
بَلَحَ	ل	3
بَلَّحَ	ل	112
بالَحَ	م	109
أَبْلَحَ	ل/م	102
بَلِخَ	ل	4
تَبَلَّخَ	ل	126
بَلَدَ	ل	1
بَلُدَ	ل	7
بَلِدَ	ل	4
بَلَّدَ	ل	112
أَبْلَدَ	ل/م	102
تَبَلَّدَ	ل	126
أَبْلَسَ	ل	102
بَلَصَ	م	1
بَلَّصَ	م	112
بالَصَ	م	109
تَبَلَّصَ	م/ل	126
بَلَطَ	م	1
بَلَّطَ	ل/م	112
بالَطَ	ل/م	109
أَبْلَطَ	ل/م	102
تَبالَطَ	ل	123
بَلَعَ	م	3
بَلِعَ	م	4
بَلَّعَ	ل	112
أَبْلَعَ	م	102
تَبَلَّعَ	م/ل	126
اِبْتَلَعَ	م	114
بَلَغَ	ل/م	1
بَلُغَ	ل	7
بَلَّغَ	ل/م	112
بالَغَ	ل	109
أَبْلَغَ	م	102
تَبَلَّغَ	ل/م	126
تَبالَغَ	ل	123
بَلَقَ	م	1
بَلُقَ	ل	7
بَلِقَ	ل	4
بَلَّقَ	م	112
أَبْلَقَ	ل/م	102
اِنْبَلَقَ	ل	119
اِبْلَوْلَقَ	ل	133
بَلَّ	ل	9
بَلَّ	م	8
بَلَّ	ل	10
بَلَّلَ	م	112
أَبَلَّ	ل/م	103
تَبَلَّلَ	ل	126
اِبْتَلَّ	ل	115
بَلِمَ	ل	4
بَلَّمَ	ل	112
أَبْلَمَ	ل	102
بَلِهَ	ل	4
تَبَلَّهَ	ل	126
تَبالَهَ	ل	123
بَلا	م	17
بَلِيَ	ل	23
بَلَّى	م	113
بالَى	م/ل	111
أَبْلَى	ل/م	104
اِبْتَلَى	م	116
بَنَّجَ	م	112
بَنَقَ	م	1
بَنَّقَ	م	112
بَنَّكَ	ل	112
تَبَنَّكَ	ل	126
بَنَّ	ل	9
بَنَّنَ	م	112
أَبَنَّ	ل	103
بَنَى	م/ل	21
أَبْنَى	م/ل	104
تَبَنَّى	ل/م	127
اِنْبَنَى	ل	121
اِبْتَنَى	م/ل	116
اِسْتَبْنَى	ل	131
بَهَأَ	ل	14
بَهِئَ	ل	15
بَهَتَ	م	3
بَهِتَ	ل	4
باهَتَ	م	109
تَباهَتَ	ل	123
بَهَثَ	ل	3
تَباهَثَ	ل	123
بَهَجَ	م	3
بَهِجَ	ل	4
بَهَّجَ	م	112
باهَجَ	م	109
أَبْهَجَ	ل/م	102
تَباهَجَ	ل	123
اِبْتَهَجَ	ل	114
اِسْتَبْهَجَ	ل	129
بَهَرَ	م	3
باهَرَ	م	109
أَبْهَرَ	ل	102
تَبَهَّرَ	ل	126
اِنْبَهَرَ	ل	119
اِبْتَهَرَ	ل	114
اِبْهارَّ	ل	135
بَهَزَ	م	3
باهَزَ	م	109
أَبْهَزَ	م	102
تَبَهَّزَ	م	126
بَهَسَ	ل	3
بَهَشَ	ل	3
تَباهَشَ	ل	123
اِبْتَهَشَ	ل	114
بَهِصَ	ل	4
أَبْهَصَ	م	102
بَهَضَ	م	3
أَبْهَضَ	م	102
بَهَطَ	م	3
بَهَظَ	م	3
أَبْهَظَ	م	102
بَهِقَ	ل	4
بَهَلَ	م	3
بَهِلَ	ل	4
باهَلَ	م	109
أَبْهَلَ	م	102
تَبَهَّلَ	ل	126
تَباهَلَ	ل	123
اِبْتَهَلَ	ل	114
اِسْتَبْهَلَ	م	129
أَبْهَمَ	ل/م	102
تَبَهَّمَ	ل	126
اِسْتَبْهَمَ	ل	129
بَها	ل/م	17
بَهُوَ	ل	20
بَهِيَ	ل	19
بَهَّى	م	113
باهَى	م	111
أَبْهَى	ل/م	104
تَباهَى	ل	125
اِبْتَهَى	ل	116
باءَ	ل	38
بَوَّأَ	ل/م	112
باوَأَ	م	109
أَباءَ	م	105
تَبَوَّأَ	م/ل	126
تَباوَأَ	ل	123
اِسْتَباءَ	م	132
بابَ	ل	34
بَوَّبَ	م	112
تَبَوَّبَ	ل/م	126
باثَ	ل/م	34
أَباثَ	م/ل	105
اِبْتاثَ	م/ل	117
اِسْتَباثَ	م	132
باجَ	ل/م	34
بَوَّجَ	ل	112
تَبَوَّجَ	ل	126
اِنْباجَ	ل	122
باحَ	ل/م	34
أَباحَ	م	105
اِسْتَباحَ	م	132
باخَ	ل	34
أَباخَ	م/ل	105
بارَ	ل/م	34
أَبارَ	م	105
اِبْتارَ	م	117
بازَ	ل	34
باسَ	م	34
باشَ	ل/م	34
بَوَّشَ	ل	112
باوَشَ	م	109
تَبَوَّشَ	ل	126
تَباوَشَ	ل	123
اِنْباشَ	ل	122
باصَ	ل/م	34
بَوَّصَ	ل	112
اِنْباصَ	ل	122
اِسْتَباصَ	م	132
باضَ	ل	34
باطَ	ل	34
باعَ	ل/م	34
بَوَّعَ	ل	112
تَبَوَّعَ	ل	126
اِنْباعَ	ل	122
أَباغَ	ل	105
تَبَوَّغَ	ل	126
باقَ	ل/م	34
بَوَّقَ	ل/م	112
تَبَوَّقَ	ل	126
اِنْباقَ	ل	122
باكَ	ل/م	34
باوَكَ	م	109
اِنْباكَ	ل	122
بالَ	ل	34
بَوَّلَ	ل	112
أَبالَ	م	105
تَبَوَّلَ	ل	126
اِسْتَبالَ	م	132
بانَ	م	34
باهَ	ل/م	34
باهَ	ل/م	36
اِسْتَباهَ	م	132
باتَ	ل	47
باتَ	ل	45
بَيَّتَ	م	112
أَباتَ	م	105
تَبَيَّتَ	ل/م	126
بَيَّحَ	ل	112
بادَ	ل	45
أَبادَ	م	105
بازَ	ل	45
باسَ	ل	45
باضَ	ل/م	45
بَيَّضَ	ل/م	112
بايَضَ	م	109
أَباضَ	ل/م	105
أَبْيَضَ	ل	102
اِبْتاضَ	ل/م	117
اِيْيَضَّ	ل	128
اِبْياضَّ	ل	135
باظَ	ل	45
باعَ	م/ل	45
بايَعَ	م	109
أَباعَ	م	105
تَبايَعَ	ل	123
اِنْباعَ	ل	122
اِبْتاعَ	م	117
اِسْتَباعَ	م	132
باغَ	ل	45
تَبَيَّغَ	ل	126
بانَ	ل/م	45
بَيَّنَ	ل/م	112
بايَنَ	م	109
أَبانَ	ل/م	105
تَبَيَّنَ	ل/م	126
تَبايَنَ	ل	123
اِسْتَبانَ	ل/م	132
باهَ	ل	45
بَيَّا	م	113
تَبَيَّا	م	127
تَأَرَ	ل/م	26
أَتْأَرَ	م	102
تَأَزَ	ل	26
تَئِقَ	ل	27
أَتْأَقَ	م	102
تاءَمَ	ل/م	109
أَتْأَمَ	ل	102
تَتأَّنَ	م/ل	126
تَتاءَنَ	م/ل	123
تَبَّ	ل	9
تَبَّ	م	8
تَبَّبَ	م	112
أَتَبَّ	م	103
اِسْتَتَبَّ	ل	130
تَبَرَ	ل/م	1
تَبِرَ	ل	4
تَبَّرَ	م	112
تَبِعَ	ل/م	4
تابَعَ	م	109
أَتْبَعَ	ل/م	112
تَتَبَّعَ	م	126
تَتابَعَ	ل	123
اِتَّبَعَ	م	118
اِسْتَتْبَعَ	م	129
تَبَلَ	م	1
تَبَّلَ	م	112
أَتْبَلَ	م	102
تَبَنَ	م	2
تَبِنَ	ل	4
تَبَّنَ	ل/م	112
اِتَّبَنَ	ل	118
تَجَرَ	ل	1
تاجَرَ	م	109
اِتَّجَرَ	ل	118
تَخَّ	ل	9
أَتَخَّ	م	103
تَخِذَ	م	4
تاخَمَ	م	109
تَرَبَ	م	1
تَرِبَ	ل	4
تَرَّبَ	ل/م	112
تارَبَ	م	109
أَتْرَبَ	ل/م	102
تَتَرَّبَ	ل	126
تَرَجَ	ل	1
تَرِجَ	ل	4
تَرَّجَ	م	112
تَرِحَ	ل	4
تَرَّحَ	م	112
أَتْرَحَ	م	102
تَتَرَّحَ	ل	126
تَرَّ	ل/م	9
تَرَّ	ل	10
أَتَرَّ	م	103
تَرَزَ	ل/م	2
تَرِزَ	ل	4
أَتْرَزَ	م	102
تَرَّسَ	ل	112
تَتَرَّسَ	ل	126
اِتَّرَسَ	ل	118
تَرُصَ	ل	7
تَرَّصَ	م	112
أَتْرَصَ	م	102
تَرَعَ	م	3
تَرِعَ	ل	4
تَرَّعَ	م	112
أَتْرَعَ	م	102
تَتَرَّعَ	ل	126
اِتَّرَعَ	ل	118
تَرِفَ	ل	4
تَرَّفَ	م	112
أَتْرَفَ	ل/م	102
تَتَرَّفَ	ل	126
اِسْتَتْرَفَ	ل	129
تَرَكَ	م	1
تَرِكَ	ل	4
تارَكَ	م	109
تَتارَكَ	م	123
اِتَّرَكَ	م	118
تَرِهَ	ل	4
تَرَى	ل	21
أَتْرَى	ل	104
تَسَعَ	م	2
أَتْسَعَ	ل/م	102
تَعِبَ	ل	4
أَتْعَبَ	ل/م	102
تَعَسَ	ل/م	3
تَعِسَ	ل	4
أَتْعَسَ	م	102
تَغِبَ	ل	4
أَتْغَبَ	م	102
تَغَرَ	ل	3
تَفِئَ	ل	15
تَفِثَ	ل	4
تَفَّثَ	م	112
أَتْفَحَ	م	102
أَتْفَرَ	ل	102
تَفَّ	ل	8
تَفَّفَ	م	112
تَفَلَ	ل/م	1/2
تَفِلَ	ل	4
أَتْفَلَ	م	102
تَفَنَ	م	2
تَفِهَ	ل	4
أَتْفَهَ	ل	102
تَقَّنَ	م	112
أَتْقَنَ	م	102
تَتَقَّنَ	ل	126
تَكَّ	ل/م	9
اِسْتَتَكَّ	م	130
تَلَدَ	ل	1
تَلِدَ	ل	4
تَلَّدَ	ل	112
أَتْلَدَ	ل	102
تَلَعَ	ل/م	3
تَلُعَ	ل	7
تَلِعَ	ل	4
أَتْلَعَ	ل	102
تَتَلَّعَ	ل	126
تَتالَعَ	ل	123
اِسْتَتْلَعَ	ل	129
تَلِفَ	ل	4
أَتْلَفَ	م	102
تَلَّ	ل/م	8
تَلَّلَ	م	112
أَتَلَّ	م	103
تَلِهَ	ل/م	4
تَلَّهَ	م	112
أَتْلَهَ	م	102
تَتَلَّهَ	ل	126
اِتَّلَهَ	ل	118
تَلا	ل/م	17
تَلَى	م	21
تَلِيَ	ل	23
تَلَّى	ل/م	113
تالَى	م	111
أَتْلَى	ل/م	104
تَتَلَّى	ل/م	127
تَتالَى	ل	125
اِسْتَتْلَى	ل/م	131
تَمَرَ	م	1
تَمِرَ	ل	4
تَمَّرَ	ل/م	112
أَتْمَرَ	ل/م	102
تَتَمَّرَ	ل	126
تَمَكَ	ل	1
أَتْمَكَ	م	102
تَمَّ	ل	9
تَمَّ	م	8
تَمَّمَ	ل	112
أَتَمَّ	ل/م	103
تَتامَّ	ل	124
اِسْتَتَمَّ	م	130
تَمِهَ	ل	4
تَنَأَ	ل	14
تَنَخَ	ل	3
تَنِخَ	ل	4
تَنَّخَ	ل	112
تانَخَ	م	109
أَتْنَخَ	م	102
تانَّ	ل	110
أَتَنَّ	ل/م	103
تَهِمَ	ل	4
تاهَمَ	ل	109
أَتْهَمَ	ل/م	102
تَتَهَّمَ	ل	126
تابَ	ل	34
اِسْتَتابَ	م	132
تَوَّجَ	م	112
تَتَوَّجَ	ل	126
تاحَ	ل	34
تارَ	ل	34
تاوَرَ	م	109
تافَ	ل	34
تاقَ	ل/م	34
تَتَوَّقَ	ل	126
تالَ	ل	34
تَوَّمَ	م	112
تاوَنَ	م	109
تاهَ	ل	34
تَوَّهَ	م	112
تَوَى	م	43
تَوِيَ	ل	44
أَتْوَى	ل	104
تاحَ	ل	45
أَتاحَ	م	105
تازَ	ل/م	45
تايَزَ	م	109
تَتَيَّزَ	ل	126
تاسَ	ل	47
تَيِسَ	ل	48
تَيَّسَ	م	112
تايَسَ	م	109
تَتايَسَ	ل	123
اِسْتَتْيَسَ	ل	129
تاعَ	ل/م	45
تَيَّعَ	ل/م	112
تايَعَ	ل	109
أَتاعَ	ل/م	105
تَتَيَّعَ	ل	126
تَتايَعَ	ل/م	123
اِتّايَعَ	ل/م	123
تامَ	ل/م	45
تَيَّمَ	م	112
أَتامَ	ل	105
اِتَّامَ	ل	117
تاهَ	ل	45
تَيَّهَ	م	112
أَتاهَ	م	105
تَثَأَّبَ	ل/م	126
تَثاءَبَ	ل	123
ثَئِدَ	ل	27
ثَأَرَ	م/ل	26
أَثْأَرَ	ل	102
اِثَّأَرَ	ل	118
اِسْتَثْأَرَ	ل	129
ثَأَى	م	32
ثَئِيَ	ل	33
ثَبَّ	ل	9
ثَبَتَ	ل	1
ثَبُتَ	ل	7
ثَبَّتَ	م	112
أَثْبَتَ	ل/م	102
تَثَبَّتَ	ل	126
اِسْتَثْبَتَ	ل	129
ثَبَجَ	ل/م	1
ثَبِجَ	ل	4
ثَبَّجَ	ل	112
ثَبَرَ	ل/م	1
ثَبِرَ	ل	4
ثَبَّرَ	م	112
ثابَرَ	ل	109
تَثابَرَ	ل	123
ثَبَطَ	ل/م	1
ثَبِطَ	ل	4
ثَبَّطَ	م	112
أَثْبَطَ	م	102
تَثَبَّطَ	ل	126
ثَبَقَ	ل	2
ثَبَنَ	م/ل	2
أَثْبَنَ	ل	102
ثَبَى	م	21
ثَبَّى	ل/م	113
ثَتَمَ	ل/م	1
تَثَتَّمَ	ل	126
اِنْثَتَمَ	ل	119
ثَجَّ	ل	9
ثَجَّ	م	8
ثَجَرَ	م	1
ثَجِرَ	ل	4
ثَجَّرَ	م	112
ثَجِلَ	ل	4
ثَجَّلَ	م	112
ثَجَمَ	م	1
ثَجِمَ	ل	4
ثَجَّمَ	ل	112
أَثْجَمَ	ل	102
ثَخُنَ	ل	7
أَثْخَنَ	ل/م	102
اِسْتَثْخَنَ	ل	129
ثَدَقَ	ل/م	1
اِنْثَدَقَ	ل	119
ثَدَّمَ	م	112
ثَدِنَ	ل	4
ثَدا	م	17
ثَدَى	م	21
ثَدِيَ	ل	23
ثَدَّى	م	113
ثَرَبَ	م	2
ثَرَّبَ	ل/م	112
أَثْرَبَ	ل/م	102
ثَرَدَ	م	1
ثَرِدَ	ل	4
أَثْرَدَ	م	102
ثَرَّ	ل/م	8
ثَرَّرَ	م	112
ثَرَمَ	م	2
ثَرِمَ	ل	4
أَثْرَمَ	م	102
اِنْثَرِمَ	ل	119
ثَرا	ل/م	17
ثَرَى	م/ل	21
ثَرِيَ	ل	23
ثَرَّى	ل/م	113
أَثْرَى	ل	104
ثَطَّ	ل	9
ثَطا	ل	17
ثَعَبَ	م	3
اِنْثَعَبَ	ل	119
ثَعِرَ	ل	4
أَثْعَرَ	ل	102
ثَعِطَ	ل	4
ثَعَّطَ	م	112
ثَعَّ	ل	9
اِنْثَعَّ	ل	120
ثَعِلَ	ل	4
أَثْعَلَ	ل	102
ثَغَبَ	م	3
تَثَغَّبَ	ل	126
ثَغَرَ	م	3
أَثْغَرَ	ل	102
اِثَّغَرَ	ل	118
ثَغِمَ	ل	4
ثاغَمَ	م	109
أَثْغَمَ	ل/م	102
ثَغا	ل	17
أَثْغَى	م	104
ثَفَأَ	م	14
ثَفَّدَ	م	112
ثَفَّرَ	م	112
أَثْفَرَ	م	102
اِسْتَثْفَرَ	م/ل	129
ثَفَلَ	ل/م	1
ثَفَّلَ	م	112
ثافَلَ	ل	109
أَثْفَلَ	ل	102
تَثَفَّلَ	م/ل	126
ثَفِنَ	ل	4
ثافَنَ	م	109
أَثْفَنَ	م	102
ثَفَى	م	21
ثَفَّى	م	113
أَثْفَى	م	104
ثَقَبَ	ل/م	1
ثَقُبَ	ل	7
ثَقَّبَ	ل/م	112
أَثْقَبَ	م	102
تَثَقَّبَ	ل/م	126
اِنْثَقَبَ	ل	119
ثَقُفَ	ل	7
ثَقِفَ	ل/م	4
ثَقَّفَ	م	112
ثاقَفَ	م	109
تَثَقَّفَ	ل	126
تَثاقَفَ	ل	123
ثَقَلَ	م	1
ثَقُلَ	ل	7
ثَقَّلَ	م/ل	112
أَثْقَلَ	ل/م	102
تَثاقَلَ	ل	123
اِثّاقَلَ	ل	123
اِسْتَثْقَلَ	ل/م	129
ثَكِلَ	م	4
أَثْكَلَ	ل/م	102
ثَلَبَ	م	2
ثَلِبَ	ل	4
ثَلَثَ	م	1
ثَلَّثَ	ل/م	112
أَثْلَثَ	ل/م	102
ثَلَجَ	ل/م	1
ثَلِجَ	ل	4
أَثْلَجَ	ل/م	102
ثَلَخَ	ل	3
ثَلِخَ	ل	4
ثَلَّخَ	م	112
ثَلَطَ	ل/م	2
ثَلَغَ	م	3
ثَلَّغَ	م	112
ثَلَّ	م	8
ثَلَّ	ل	10
أَثَلَّ	ل/م	103
تَثَلَّلَ	ل	126
اِنْثَلَّ	ل	120
ثَلَمَ	م	2
ثَلِمَ	ل	4
ثَلَّمَ	م	112
تَثَلَّمَ	ل	126
اِنْثَلَمَ	ل	119
ثَمَأَ	م	14
ثَمَجَ	م	1
أَثْمَجَ	م	102
ثَمَدَ	ل/م	2
ثَمِدَ	ل	4
أَثْمَدَ	م	102
اِثَّمَدَ	ل/م	118
اِسْتَثْمَدَ	م	129
ثَمَرَ	ل	1
ثَمَّرَ	ل/م	112
أَثْمَرَ	ل/م	102
اِسْتَثْمَرَ	م	129
ثَمَغَ	م	3
ثَمَّغَ	م	112
ثَمَلَ	ل/م	1
ثَمِلَ	ل	4
ثَمَّلَ	م	112
أَثْمَلَ	ل/م	102
تَثَمَّلَ	ل/م	126
ثَمَّ	م	8
ثَمَّمَ	م	112
اِنْثَمَّ	ل	120
ثَمَنَ	م	1
ثَمُنَ	ل	7
ثَمَّنَ	م	112
ثامَنَ	م	109
أَثْمَنَ	ل/م	102
ثَنَّنَ	ل	112
أَثَنَّ	ل	103
ثَنَى	م	21
ثَنَّى	م/ل	113
أَثْنَى	ل	104
تَثَنَّى	ل	127
تَثانَى	ل	125
اِنْثَنَى	ل	121
اِثَّنَى	ل	116
اِسْتَثْنَى	م	131
ثابَ	ل	34
ثَوَّبَ	ل/م	112
ثاوَبَ	م	109
أَثابَ	م	105
تَثَوَّبَ	ل	126
اِسْتَثابَ	م	132
ثارَ	ل	34
ثوَّرَ	م	112
ثاوَرَ	م	109
أَثارَ	م	105
تَثَوَّرَ	ل	126
تَثاوَرَ	ل	123
اِسْتَثارَ	م	132
ثالَ	ل/م	34
ثَوِلَ	ل	35
تَثَوَّلَ	ل	126
اِنْثالَ	ل	122
ثَوَى	ل	43
ثَوَّى	م	113
أَثْوَى	ل/م	104
تَثَوَّى	م	127
جَأَبَ	ل	26
جَأَثَ	ل	26
جَئِثَ	ل	27
أَجْأَثَ	م	102
اِنْجَأَثَ	ل	119
جَأَرَ	ل	26
جَئِرَ	ل	27
جَئِزَ	ل	27
أَجْأَزَ	م	102
جَأَشَ	ل	26
جَأَفَ	م	26
جَأَّفَ	م	112
اِنْجَأَفَ	ل	119
اِجْتَأَفَ	م	114
جَأَى	ل	32
جَأَى	م	30
جَئِيَ	ل	31
أَجْأَى	م	104
جَبَأَ	ل/م	14
أَجْبَأَ	ل/م	102
جَبَّ	م	8
جَبَّ	ل	10
جَبَّبَ	ل	112
جابَّ	م	110
أَجَبَّ	ل	103
تَجابَّ	ل	124
اِنْجَبَّ	ل	120
اِجْتَبَّ	ل/م	115
جَبَذَ	ل/م	2
اِنْجَبَذَ	ل	119
اِجْتَبَذَ	م	114
جَبَرَ	ل/م	1
جَبَّرَ	م	112
أَجْبَرَ	م	102
تَجَبَّرَ	ل/م	126
اِنْجَبَرَ	ل	119
اِجْتَبَرَ	ل/م	114
اِسْتَجْبَرَ	ل/م	129
جَبَّسَ	م	112
تَجَبَّسَ	ل	126
جَبَلَ	م	1
جَبِلَ	ل	4
جَبَّلَ	م	112
جابَلَ	ل	109
أَجْبَلَ	ل/م	102
تَجَبَّلَ	ل/م	126
جَبَنَ	ل	1
جَبُنَ	ل	7
جَبَّنَ	م	112
أَجْبَنَ	م	102
تَجَبَّنَ	ل	126
اِجْتَبَنَ	م	114
جَبَهَ	م	3
جَبِهَ	ل	4
جَبَّهَ	م	112
اِجْتَبَهَ	م	114
جَبا	م	17
جَبَى	م	21
جَبَّى	ل	113
اِجْتَبَى	م	116
جَثَّ	ل/م	8
اِنْجَثَّ	ل	120
اِجْتَثَّ	ل/م	115
جَثَلَ	م	1
جَثُلَ	ل	7
جَثَمَ	ل/م	1
جَثَّمَ	م/ل	112
تَجَثَّمَ	م	126
جَثا	ل/م	17
جَثَّى	م	113
جاثَى	م	111
أَجْثَى	م	104
تَجاثَى	ل	125
جَحَّ	م	8
أَجَحَّ	ل	103
اِنْجَحَّ	ل	120
جَحَدَ	م	3
جَحِدَ	ل	4
أَجْحَدَ	ل/م	102
جَحَرَ	ل/م	3
أَجْحَرَ	ل/م	102
تَجَحَّرَ	ل	126
اِنْجَحَرَ	ل	119
اِجْتَحَرَ	م	114
جَحَشَ	ل/م	3
جَاحَشَ	ل/م	109
جَحَظَ	ل/م	3
جَحَّظَ	ل/م	102
تَجاحَظَ	ل	123
جَحَفَ	ل/م	3
جاحَفَ	م/ل	109
أَجْحَفَ	ل	102
تَجاحَفَ	م/ل	123
اِجْتَحَفَ	م	114
جَحَلَ	م	3
جَحَّلَ	م	112
جَحَمَ	م	3
جَحِمَ	ل	4
جَحَّمَ	م	112
أَجْحَمَ	ل/م	102
تَجَحَّمَ	ل	126
تَجاحَمَ	ل	123
جَحَنَ	ل	3
جَحِنَ	ل	4
جَحَّنَ	ل	112
أَجْحَنَ	ل	102
جَحا	ل/م	17
اِجْتَحَى	م	116
جَخا	ل/م	17
جَخَّى	ل	113
تَجَخَّى	ل	127
جَخَّ	ل	8
جَدَبَ	ل/م	2
جَدُبَ	ل	7
جَدِبَ	ل	4
جادَبَ	م	109
أَجْدَبَ	ل/م	102
تَجَدَّبَ	م	126
اِجْتَدَثَ	ل	114
جَدَحَ	م/ل	3
جَدَّحَ	م	112
أَجْدَحَ	م	102
اِجْتَدَحَ	م	114
جَدَّ	ل	9
جَدَّ	م	8
جَدَّ	ل	10
جَدَّدَ	م	112
جادَّ	م	110
أَجَدَّ	ل/م	103
تَجَدَّدَ	ل	126
اِسْتَجَدَّ	ل/م	130
جَدَرَ	ل/م	1
جَدُرَ	ل	7
جَدِرَ	ل	4
جَدَّرَ	ل/م	112
أَجْدَرَ	ل	102
اِجْتَدَرَ	م	114
جَدَعَ	م	3
جَدِعَ	ل	4
جَدَّعَ	م	112
جادَعَ	م	109
أَجْدَعَ	م	102
تَجادَعَ	ل	123
جَدَفَ	ل/م	2
جَدَّفَ	ل	112
أَجْدَفَ	ل	102
جَدَلَ	ل	1
جَدَلَ	م	2
جَدِلَ	ل	4
جَدَّلَ	م	112
جادَلَ	م	109
أَجْدَلَ	ل	102
تَجَدَّلَ	ل	126
