	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak	url
16276	هَمِدَ	ل	4	همد	همد	همد	همد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همد
16277	هَمَّدَ	م	112	همد	همّد	همد	همد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّد
16278	أَهْمَدَ	ل/م	102	أهمد	أهمد	ءهمد	همد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهمد
16279	هَمَذَ	ل	1	همذ	همذ	همذ	همذ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همذ
16280	هَمَرَ	ل/م	1/2	همر	همر	همر	همر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همر
16281	هامَرَ	م	109	هامر	هامر	هامر	همر	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هامر
16282	اِنْهَمَرَ	ل	119	انهمر	انهمر	انهمر	نهمر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انهمر
16283	اِهْتَمَرَ	ل/م	114	اهتمر	اهتمر	اهتمر	هتمر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اهتمر
16284	هَمَزَ	م	2	همز	همز	همز	همز	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همز
16285	هَمَسَ	ل/م	2	همس	همس	همس	همس	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همس
16286	هامَسَ	م	109	هامس	هامس	هامس	همس	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هامس
16287	تَهامَسَ	ل	123	تهامس	تهامس	تهامس	تهمس	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهامس
16288	هَمَشَ	ل/م	2	همش	همش	همش	همش	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همش
16289	هَمَّشَ	م	112	همش	همّش	همش	همش	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّش
16290	هامَشَ	م	109	هامش	هامش	هامش	همش	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هامش
16291	تَهَمَّشَ	ل	126	تهمش	تهمّش	تهمش	تهمش	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهمّش
16292	تَهامَشَ	ل	123	تهامش	تهامش	تهامش	تهمش	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهامش
16293	اِهْتَمَشَ	ل	114	اهتمش	اهتمش	اهتمش	هتمش	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اهتمش
16294	هَمَطَ	ل/م	2	همط	همط	همط	همط	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همط
16295	اِهْتَمَطَ	م/ل	114	اهتمط	اهتمط	اهتمط	هتمط	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اهتمط
16296	هَمَعَ	ل/م	3	همع	همع	همع	همع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همع
16297	أَهْمَعَ	ل	102	أهمع	أهمع	ءهمع	همع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهمع
16298	تَهَمَّعَ	ل	126	تهمع	تهمّع	تهمع	تهمع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهمّع
16299	اِهْتَمَعَ	-	114	اهتمع	اهتمع	اهتمع	هتمع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اهتمع
16300	هَمَغَ	م	3	همغ	همغ	همغ	همغ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همغ
16301	اِنْهَمَغَ	ل	119	انهمغ	انهمغ	انهمغ	نهمغ	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انهمغ
16302	هَمَّقَ	م	112	همق	همّق	همق	همق	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّق
16303	هَمَكَ	م/ل	1	همك	همك	همك	همك	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همك
16304	تَهَمَّكَ	ل	126	تهمك	تهمّك	تهمك	تهمك	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهمّك
16305	اِنْهَمَكَ	ل	119	انهمك	انهمك	انهمك	نهمك	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انهمك
16306	هَمَلَ	ل	1/2	همل	همل	همل	همل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/همل
16307	أَهْمَلَ	م	102	أهمل	أهمل	ءهمل	همل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهمل
16308	اِنْهَمَلَ	ل	119	انهمل	انهمل	انهمل	نهمل	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انهمل
16309	هَمَّ	ل/م	8	هم	همّ	هم	هم	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّ
16310	هَمَّ	ل	9	هم	همّ	هم	هم	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّ
16311	هَمَّ	ل	10	هم	همّ	هم	هم	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّ
16312	هَمَّمَ	م	112	همم	همّم	همم	هم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/همّم
16313	أَهَمَّ	ل/م	103	أهم	أهمّ	ءهم	هم	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهمّ
16314	تَهَمَّمَ	م	126	تهمم	تهمّم	تهمم	تهم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهمّم
16315	اِنْهَمَّ	ل	120	انهم	انهمّ	انهم	نهم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/انهمّ
16316	اِهْتَمَّ	ل	115	اهتم	اهتمّ	اهتم	هتم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اهتمّ
16317	اِسْتَهَمَّ	ل	130	استهم	استهمّ	استهم	ستهم	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/استهمّ
16318	هَمَى	ل	21	همى	همى	همى	هم	3		ناقص يائي	http://qutrub.arabeyes.org/verb/همى
16319	هَنَأَ	م	14	هنأ	هنأ	هنء	هن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/هنأ
16320	هَنُؤَ	ل	16	هنؤ	هنؤ	هنء	هن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/هنؤ
16321	هَنِئَ	ل	15	هنئ	هنئ	هنء	هن	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/هنئ
16322	هَنَّأَ	م	112	هنأ	هنّأ	هنء	هن	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/هنّأ
16323	أَهْنَأَ	م	102	أهنأ	أهنأ	ءهنء	هن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهنأ
16324	تَهَنَّأَ	ل/م	126	تهنأ	تهنّأ	تهنء	تهن	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تهنّأ
16325	اِهْتَنَأَ	م	114	اهتنأ	اهتنأ	اهتنء	هتن	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/اهتنأ
16326	اِسْتَهْنَأَ	م	129	استهنأ	استهنأ	استهنء	ستهن	6	مهموز	صحيح	http://qutrub.arabeyes.org/verb/استهنأ
16327	هَنِبَ	ل	4	هنب	هنب	هنب	هنب	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هنب
16328	تَهَنَّجَ	ل	126	تهنج	تهنّج	تهنج	تهنج	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهنّج
16329	هَنَدَ	ل	1	هند	هند	هند	هند	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هند
16330	هَنَّدَ	ل/م	112	هند	هنّد	هند	هند	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هنّد
16331	هَنَعَ	ل/م	3	هنع	هنع	هنع	هنع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هنع
16332	هَنِعَ	ل	4	هنع	هنع	هنع	هنع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هنع
16333	هَنَغَ	ل	3	هنغ	هنغ	هنغ	هنغ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هنغ
16334	هانَغَ	م	109	هانغ	هانغ	هانغ	هنغ	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هانغ
16335	هَنَّفَ	ل	112	هنف	هنّف	هنف	هنف	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هنّف
16336	هانَفَ	م	109	هانف	هانف	هانف	هنف	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هانف
16337	أَهْنَفَ	ل	102	أهنف	أهنف	ءهنف	هنف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهنف
16338	تَهَنَّفَ	ل	126	تهنف	تهنّف	تهنف	تهنف	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهنّف
16339	تَهانَفَ	ل	123	تهانف	تهانف	تهانف	تهنف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهانف
16340	هَنِقَ	ل	4	هنق	هنق	هنق	هنق	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هنق
16341	أَهْنَقَ	م	102	أهنق	أهنق	ءهنق	هنق	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهنق
16342	هانَمَ	م	109	هانم	هانم	هانم	هنم	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هانم
16343	هَنَّ	ل	9	هن	هنّ	هن	هن	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هنّ
16344	أَهَنَّ	م	103	أهن	أهنّ	ءهن	هن	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهنّ
16345	هاءَ	ل/م	38	هاء	هاء	هاء	ه	3	مهموز	أجوف واوي	http://qutrub.arabeyes.org/verb/هاء
16346	هَوِئَ	ل	39	هوئ	هوئ	هوء	ه	3	مهموز		http://qutrub.arabeyes.org/verb/هوئ
16347	هاوَأَ	م	109	هاوأ	هاوأ	هاوء	ه	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/هاوأ
16348	هَوَّتَ	ل	112	هوت	هوّت	هوت	هت	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّت
16349	هَوِجَ	ل	35	هوج	هوج	هوج	هج	3			http://qutrub.arabeyes.org/verb/هوج
16350	أَهْوَجَ	م	102	أهوج	أهوج	ءهوج	هج	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهوج
16351	تَهَوَّجَ	ل	126	تهوج	تهوّج	تهوج	تهج	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّج
16352	هادَ	ل	34	هاد	هاد	هاد	هد	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاد
16353	هَوَّدَ	ل/م	112	هود	هوّد	هود	هد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّد
16354	هاوَدَ	م	109	هاود	هاود	هاود	هد	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هاود
16355	تَهَوَّدَ	ل	126	تهود	تهوّد	تهود	تهد	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّد
16356	هارَ	ل/م	34	هار	هار	هار	هر	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هار
16357	هَوَّرَ	م	112	هور	هوّر	هور	هر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّر
16358	تَهَوَّرَ	ل/م	126	تهور	تهوّر	تهور	تهر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّر
16359	اِنْهارَ	ل	122	انهار	انهار	انهار	نهر	5		أجوف	http://qutrub.arabeyes.org/verb/انهار
16360	اِهْتَوَرَ	ل	114	اهتور	اهتور	اهتور	هتر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اهتور
16361	هَوَّزَ	ل	112	هوز	هوّز	هوز	هز	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّز
16362	هاسَ	ل/م	34	هاس	هاس	هاس	هس	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاس
16363	هَوِسَ	ل	35	هوس	هوس	هوس	هس	3			http://qutrub.arabeyes.org/verb/هوس
16364	هَوَّسَ	م	112	هوس	هوّس	هوس	هس	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّس
16365	تَهَوَّسَ	ل	126	تهوس	تهوّس	تهوس	تهس	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّس
16366	هاشَ	ل	34	هاش	هاش	هاش	هش	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاش
16367	هَوِشَ	ل	35	هوش	هوش	هوش	هش	3			http://qutrub.arabeyes.org/verb/هوش
16368	هَوَّشَ	ل/م	112	هوش	هوّش	هوش	هش	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّش
16369	هاوَشَ	م	109	هاوش	هاوش	هاوش	هش	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هاوش
16370	تَهَوَّشَ	ل	126	تهوش	تهوّش	تهوش	تهش	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّش
16371	تَهاوَشَ	ل	123	تهاوش	تهاوش	تهاوش	تهش	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهاوش
16372	هاعَ	ل	34	هاع	هاع	هاع	هع	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاع
16373	هَوَّعَ	م	112	هوع	هوّع	هوع	هع	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّع
16374	تَهَوَّعَ	ل/م	126	تهوع	تهوّع	تهوع	تهع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّع
16375	هَوِكَ	ل	35	هوك	هوك	هوك	هك	3			http://qutrub.arabeyes.org/verb/هوك
16376	هَوَّكَ	ل/م	112	هوك	هوّك	هوك	هك	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّك
16377	تَهَوَّكَ	ل	126	تهوك	تهوّك	تهوك	تهك	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّك
16378	اِنْهاكَ	ل	122	انهاك	انهاك	انهاك	نهك	5		أجوف	http://qutrub.arabeyes.org/verb/انهاك
16379	هالَ	ل/م	34	هال	هال	هال	هل	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هال
16380	هَوَّلَ	ل/م	112	هول	هوّل	هول	هل	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّل
16381	هاوَلَ	م	109	هاول	هاول	هاول	هل	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هاول
16382	تَهَوَّلَ	ل/م	126	تهول	تهوّل	تهول	تهل	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّل
16383	اِهْتالَ	ل	117	اهتال	اهتال	اهتال	هتل	5		أجوف	http://qutrub.arabeyes.org/verb/اهتال
16384	اِسْتَهالَ	م	132	استهال	استهال	استهال	ستهل	6		أجوف	http://qutrub.arabeyes.org/verb/استهال
16385	هَوَّمَ	ل	112	هوم	هوّم	هوم	هم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّم
16386	تَهَوَّمَ	ل	126	تهوم	تهوّم	تهوم	تهم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّم
16387	هانَ	ل	34	هان	هان	هان	هن	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هان
16388	هَوَّنَ	م	112	هون	هوّن	هون	هن	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هوّن
16389	هاوَنَ	م	109	هاون	هاون	هاون	هن	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هاون
16390	أَهانَ	م	105	أهان	أهان	ءهان	هن	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أهان
16391	تَهاوَنَ	ل	123	تهاون	تهاون	تهاون	تهن	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهاون
16392	اِسْتَهانَ	ل	132	استهان	استهان	استهان	ستهن	6		أجوف	http://qutrub.arabeyes.org/verb/استهان
16393	تَهَوَّهَ	ل	126	تهوه	تهوّه	تهوه	تهه	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهوّه
16394	هَوَى	ل	43	هوى	هوى	هوى	ه	3		لفيف مقرون	http://qutrub.arabeyes.org/verb/هوى
16395	هَوِيَ	م	44	هوي	هوي	هوي	ه	3		لفيف مقرون	http://qutrub.arabeyes.org/verb/هوي
16396	هَوَّى	م	113	هوى	هوّى	هوى	ه	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/هوّى
16397	هاوَى	ل/م	109	هاوى	هاوى	هاوى	ه	4		ناقص	http://qutrub.arabeyes.org/verb/هاوى
16398	أَهْوَى	ل/م	104	أهوى	أهوى	ءهوى	ه	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أهوى
16399	تَهاوَى	ل	125	تهاوى	تهاوى	تهاوى	ته	5		ناقص	http://qutrub.arabeyes.org/verb/تهاوى
16400	اِنْهَوَى	ل	121	انهوى	انهوى	انهوى	نه	5		ناقص	http://qutrub.arabeyes.org/verb/انهوى
16401	اِهْتَوَى	ل/م	116	اهتوى	اهتوى	اهتوى	هت	5		ناقص	http://qutrub.arabeyes.org/verb/اهتوى
16402	اِسْتَهْوَى	م	131	استهوى	استهوى	استهوى	سته	6		ناقص	http://qutrub.arabeyes.org/verb/استهوى
16403	هاءَ	ل	50	هاء	هاء	هاء	ه	3	مهموز	أجوف واوي	http://qutrub.arabeyes.org/verb/هاء
16404	هَيَّأَ	م	112	هيأ	هيّأ	هيء	ه	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/هيّأ
16405	هايَأَ	م	109	هايأ	هايأ	هايء	ه	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/هايأ
16406	تَهَيَّأَ	ل	126	تهيأ	تهيّأ	تهيء	ته	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تهيّأ
16407	تَهايَأَ	ل	123	تهايأ	تهايأ	تهايء	ته	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/تهايأ
16408	هابَ	م	47	هاب	هاب	هاب	هب	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاب
16409	هابَ	م	45	هاب	هاب	هاب	هب	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاب
16410	هَيَّبَ	م	112	هيب	هيّب	هيب	هب	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّب
16411	أَهابَ	ل	105	أهاب	أهاب	ءهاب	هب	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أهاب
16412	تَهَيَّبَ	م	126	تهيب	تهيّب	تهيب	تهب	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّب
16413	اِهْتابَ	م	117	اهتاب	اهتاب	اهتاب	هتب	5		أجوف	http://qutrub.arabeyes.org/verb/اهتاب
16414	هَيَّتَ	ل	112	هيت	هيّت	هيت	هت	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّت
16415	هاثَ	ل/م	45	هاث	هاث	هاث	هث	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاث
16416	هايَثَ	م	109	هايث	هايث	هايث	هث	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هايث
16417	تَهَيَّثَ	م	126	تهيث	تهيّث	تهيث	تهث	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّث
16418	تَهايَثَ	ل	123	تهايث	تهايث	تهايث	تهث	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهايث
16419	اِسْتَهاثَ	م	132	استهاث	استهاث	استهاث	ستهث	6		أجوف	http://qutrub.arabeyes.org/verb/استهاث
16420	هاجَ	ل/م	45	هاج	هاج	هاج	هج	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاج
16421	هَيَّجَ	م	112	هيج	هيّج	هيج	هج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّج
16422	هايَجَ	م	109	هايج	هايج	هايج	هج	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هايج
16423	أَهاجَ	م	105	أهاج	أهاج	ءهاج	هج	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أهاج
16424	تَهَيَّجَ	ل	126	تهيج	تهيّج	تهيج	تهج	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّج
16425	تَهايَجَ	ل	123	تهايج	تهايج	تهايج	تهج	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهايج
16426	اِهْتاجَ	ل	117	اهتاج	اهتاج	اهتاج	هتج	5		أجوف	http://qutrub.arabeyes.org/verb/اهتاج
16427	هَيَّخَ	م	112	هيخ	هيّخ	هيخ	هخ	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّخ
16428	هادَ	م	45	هاد	هاد	هاد	هد	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاد
16429	هَيَّدَ	ل/م	112	هيد	هيّد	هيد	هد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّد
16430	هَيَّرَ	م	112	هير	هيّر	هير	هر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّر
16431	تَهَيَّرَ	ل	126	تهير	تهيّر	تهير	تهر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّر
16432	هاسَ	ل/م	45	هاس	هاس	هاس	هس	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاس
16433	هاسَى	م	111	هاسى	هاسى	هاسى	هس	4		ناقص	http://qutrub.arabeyes.org/verb/هاسى
16434	هاشَ	ل/م	45	هاش	هاش	هاش	هش	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاش
16435	تَهَيَّشَ	ل	126	تهيش	تهيّش	تهيش	تهش	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّش
16436	هاصَ	ل/م	45	هاص	هاص	هاص	هص	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاص
16437	هاضَ	م	45	هاض	هاض	هاض	هض	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاض
16438	هَيَّضَ	م	112	هيض	هيّض	هيض	هض	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّض
16439	تَهَيَّضَ	ل/م	126	تهيض	تهيّض	تهيض	تهض	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّض
16440	اِنْهاضَ	ل	122	انهاض	انهاض	انهاض	نهض	5		أجوف	http://qutrub.arabeyes.org/verb/انهاض
16441	اِهْتاضَ	م	117	اهتاض	اهتاض	اهتاض	هتض	5		أجوف	http://qutrub.arabeyes.org/verb/اهتاض
16442	هاطَ	ل	45	هاط	هاط	هاط	هط	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاط
16443	هايَطَ	ل/م	109	هايط	هايط	هايط	هط	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/هايط
16444	تَهايَطَ	ل	123	تهايط	تهايط	تهايط	تهط	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تهايط
16445	هاعَ	ل	45	هاع	هاع	هاع	هع	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاع
16446	هاعَ	ل	47	هاع	هاع	هاع	هع	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاع
16447	تَهَيَّعَ	ل	126	تهيع	تهيّع	تهيع	تهع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّع
16448	هَيِغَ	ل	46	هيغ	هيغ	هيغ	هغ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هيغ
16449	هَيَّغَ	م	112	هيغ	هيّغ	هيغ	هغ	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّغ
16450	أَهْيَغَ	ل	102	أهيغ	أهيغ	ءهيغ	هغ	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهيغ
16451	هافَ	ل	45	هاف	هاف	هاف	هف	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاف
16452	هافَ	ل	47	هاف	هاف	هاف	هف	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هاف
16453	هَيِفَ	ل	46	هيف	هيف	هيف	هف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/هيف
16454	أَهافَ	ل	105	أهاف	أهاف	ءهاف	هف	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أهاف
16455	تَهَيَّفَ	ل	126	تهيف	تهيّف	تهيف	تهف	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّف
16456	اِهْتافَ	ل	117	اهتاف	اهتاف	اهتاف	هتف	5		أجوف	http://qutrub.arabeyes.org/verb/اهتاف
16457	اِسْتَهافَ	ل	132	استهاف	استهاف	استهاف	ستهف	6		أجوف	http://qutrub.arabeyes.org/verb/استهاف
16458	أَهْيَقَ	ل	102	أهيق	أهيق	ءهيق	هق	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أهيق
16459	هالَ	م	45	هال	هال	هال	هل	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هال
16460	هَيَّلَ	م	112	هيل	هيّل	هيل	هل	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّل
16461	أَهالَ	م	105	أهال	أهال	ءهال	هل	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أهال
16462	تَهَيَّلَ	ل	126	تهيل	تهيّل	تهيل	تهل	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّل
16463	اِنْهالَ	ل	122	انهال	انهال	انهال	نهل	5		أجوف	http://qutrub.arabeyes.org/verb/انهال
16464	هامَ	ل	45	هام	هام	هام	هم	3		أجوف واوي	http://qutrub.arabeyes.org/verb/هام
16465	هَيَّمَ	م	112	هيم	هيّم	هيم	هم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/هيّم
16466	تَهَيَّمَ	ل/م	126	تهيم	تهيّم	تهيم	تهم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تهيّم
16467	اِهْتامَ	ل	117	اهتام	اهتام	اهتام	هتم	5		أجوف	http://qutrub.arabeyes.org/verb/اهتام
16468	اِسْتَهامَ	-	132	استهام	استهام	استهام	ستهم	6		أجوف	http://qutrub.arabeyes.org/verb/استهام
16469	هاهَى	ل/م	111	هاهى	هاهى	هاهى	هه	4		ناقص	http://qutrub.arabeyes.org/verb/هاهى
16470	وَأَبَ	ل	87/88	وأب	وأب	وءب	ب	3	مهموز	مثال واوي	http://qutrub.arabeyes.org/verb/وأب
16471	وَئِبَ	ل	89	وئب	وئب	وءب	ب	3	مهموز	مثال واوي	http://qutrub.arabeyes.org/verb/وئب
16472	أَوْأَبَ	م	107	أوأب	أوأب	ءوءب	ب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أوأب
16473	اِتَّأَبَ	ل/م	118	اتأب	اتّأب	اتءب	تب	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/اتّأب
16474	وَأَدَ	م	87	وأد	وأد	وءد	د	3	مهموز	مثال واوي	http://qutrub.arabeyes.org/verb/وأد
16475	تَوَأَدَ	ل	126	توأد	توأد	توءد	تد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/توأد
16476	اِتَّأَدَ	ل	118	اتأد	اتّأد	اتءد	تد	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/اتّأد
16477	وَأَرَ	م/ل	87	وأر	وأر	وءر	ر	3	مهموز	مثال واوي	http://qutrub.arabeyes.org/verb/وأر
16478	وَأَّرَ	م	112	وأر	وأّر	وءر	ر	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/وأّر
16479	أَوْأَرَ	م	107	أوأر	أوأر	ءوءر	ر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أوأر
16480	وَأَلَ	ل	87	وأل	وأل	وءل	ل	3	مهموز	مثال واوي	http://qutrub.arabeyes.org/verb/وأل
